mae,bagging_fraction,bagging_freq,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_depth,min_data_in_leaf,n_estimators,num_leaves
2.21,0.95,2,0.97,2.92,2.0,0.19,50,30,189,105
