stress,strain,T,strainrate,porosity
2909.5792121348923,0.3454,200,500,0
2912.548432663372,0.3459,200,500,0
2915.5182690833567,0.3464,200,500,0
2918.488720633445,0.3469,200,500,0
2921.459786554271,0.3474,200,500,0
2924.431466088499,0.3479,200,500,0
2927.403758480813,0.3484,200,500,0
2930.3766629779097,0.3489,200,500,0
2933.3501788284902,0.3494,200,500,0
2936.3243052832527,0.3499,200,500,0
2939.2990415948802,0.3504,200,500,0
2942.2743870180375,0.3509,200,500,0
2945.2503408093608,0.3514,200,500,0
2948.2269022274495,0.3519,200,500,0
2951.204070532859,0.3524,200,500,0
2954.181844988092,0.3529,200,500,0
2957.1602248575923,0.3534,200,500,0
2960.1392094077332,0.3539,200,500,0
2963.1187979068145,0.3544,200,500,0
2966.0989896250517,0.3549,200,500,0
2969.0797838345684,0.3554,200,500,0
2972.0611798093905,0.3559,200,500,0
2975.043176825436,0.3564,200,500,0
2978.02577416051,0.3569,200,500,0
2981.0089710942952,0.3574,200,500,0
2983.992766908345,0.3579,200,500,0
2986.977160886075,0.3584,200,500,0
2989.9621523127607,0.3589,200,500,0
2992.9477404755216,0.3594,200,500,0
2995.933924663321,0.3599,200,500,0
2998.920704166954,0.3604,200,500,0
3001.9080782790447,0.3609,200,500,0
3004.8960462940354,0.3614,200,500,0
3007.88460750818,0.3619,200,500,0
3010.8737612195378,0.3624,200,500,0
3013.8635067279674,0.3629,200,500,0
3016.853843335116,0.3634,200,500,0
3019.8447703444167,0.3639,200,500,0
3022.8362870610763,0.3644,200,500,0
3025.828392792076,0.3649,200,500,0
3028.8210868461556,0.3654,200,500,0
3031.8143685338136,0.3659,200,500,0
3034.8082371672967,0.3664,200,500,0
3037.8026920605935,0.3669,200,500,0
3040.797732529429,0.3674,200,500,0
3043.7933578912566,0.3679,200,500,0
3046.7895674652523,0.3684,200,500,0
3049.786360572307,0.3689,200,500,0
3052.7837365350188,0.3694,200,500,0
3055.781694677692,0.3699,200,500,0
3058.7802343263234,0.3704,200,500,0
3061.779354808599,0.3709,200,500,0
3064.7790554538888,0.3714,200,500,0
3067.779335593238,0.3719,200,500,0
3070.78019455936,0.3724,200,500,0
3073.781631686636,0.3729,200,500,0
3076.783646311098,0.3734,200,500,0
3079.7862377704337,0.3739,200,500,0
3082.7894054039725,0.3744,200,500,0
3085.793148552682,0.3749,200,500,0
3088.797466559161,0.3754,200,500,0
3091.8023587676353,0.3759,200,500,0
3094.8078245239494,0.3764,200,500,0
3097.8138631755614,0.3769,200,500,0
3100.8204740715346,0.3774,200,500,0
3103.827656562537,0.3779,200,500,0
3106.835410000826,0.3784,200,500,0
3109.8437337402543,0.3789,200,500,0
3112.8526271362525,0.3794,200,500,0
3115.8620895458307,0.3799,200,500,0
3118.87212032757,0.3804,200,500,0
3121.8827188416158,0.3809,200,500,0
3124.8938844496724,0.3814,200,500,0
3127.9056165149996,0.3819,200,500,0
3130.917914402402,0.3824,200,500,0
3133.9307774782287,0.3829,200,500,0
3136.944205110363,0.3834,200,500,0
3139.95819666822,0.3839,200,500,0
3142.972751522739,0.3844,200,500,0
3145.987869046378,0.3849,200,500,0
3149.0035486131087,0.3854,200,500,0
3152.0197895984093,0.3859,200,500,0
3155.0365913792625,0.3864,200,500,0
3158.053953334146,0.3869,200,500,0
3161.071874843031,0.3874,200,500,0
3164.090355287369,0.3879,200,500,0
3167.1093940500978,0.3884,200,500,0
3170.1289905156273,0.3889,200,500,0
3173.1491440698346,0.3894,200,500,0
3176.1698541000646,0.3899,200,500,0
3179.1911199951182,0.3904,200,500,0
3182.21294114525,0.3909,200,500,0
3185.235316942164,0.3914,200,500,0
3188.2582467790044,0.3919,200,500,0
3191.281730050354,0.3924,200,500,0
3194.3057661522266,0.3929,200,500,0
3197.3303544820656,0.3934,200,500,0
3200.3554944387347,0.3939,200,500,0
3203.3811854225137,0.3944,200,500,0
3206.4074268350923,0.3949,200,500,0
3209.4342180795707,0.3954,200,500,0
3212.4615585604465,0.3959,200,500,0
3215.489447683617,0.3964,200,500,0
3218.517884856367,0.3969,200,500,0
3221.546869487369,0.3974,200,500,0
3224.576400986679,0.3979,200,500,0
3227.606478765726,0.3984,200,500,0
3230.637102237311,0.3989,200,500,0
3233.668270815603,0.3994,200,500,0
3236.699983916131,0.3999,200,500,0
0.0,0.0,400,500,0
104.65094501111714,0.0005,400,500,0
209.3018900222343,0.001,400,500,0
313.95283503335145,0.0015,400,500,0
418.6037800444686,0.002,400,500,0
523.2547250555857,0.0025,400,500,0
627.9056700667029,0.003,400,500,0
732.5566150778201,0.0035,400,500,0
837.2075600889372,0.004,400,500,0
941.8585051000545,0.0045,400,500,0
1023.8735204368037,0.0049,400,500,0
1025.3319419722284,0.0054,400,500,0
1026.809926851323,0.0059,400,500,0
1028.3060407841135,0.0064,400,500,0
1029.8190596706659,0.0069,400,500,0
1031.347925632181,0.0074,400,500,0
1032.8917146219974,0.0079,400,500,0
1034.4496120188403,0.0084,400,500,0
1036.0208938723035,0.0089,400,500,0
1037.6049122446614,0.0094,400,500,0
1039.2010835821413,0.0099,400,500,0
1040.8088793669629,0.0104,400,500,0
1042.427818513847,0.0109,400,500,0
1044.0574611198185,0.0114,400,500,0
1045.6974032772573,0.0119,400,500,0
1047.3472727319795,0.0124,400,500,0
1049.0067252199594,0.0129,400,500,0
1050.6754413542858,0.0134,400,500,0
1052.3531239621523,0.0139,400,500,0
1054.0394957928906,0.0144,400,500,0
1055.734297534209,0.0149,400,500,0
1057.437286086179,0.0154,400,500,0
1059.1482330521785,0.0159,400,500,0
1060.8669234135173,0.0164,400,500,0
1062.593154360448,0.0169,400,500,0
1064.326734257017,0.0174,400,500,0
1066.067481721006,0.0179,400,500,0
1067.815224803302,0.0184,400,500,0
1069.5698002535287,0.0189,400,500,0
1071.33105286083,0.0194,400,500,0
1073.0988348603591,0.0199,400,500,0
1074.8730053974414,0.0204,400,500,0
1076.653430042522,0.0209,400,500,0
1078.4399803509832,0.0214,400,500,0
1080.2325334627244,0.0219,400,500,0
1082.0309717370897,0.0224,400,500,0
1083.8351824192944,0.0229,400,500,0
1085.6450573350069,0.0234,400,500,0
1087.4604926101574,0.0239,400,500,0
1089.281388413402,0.0244,400,500,0
1091.1076487189823,0.0249,400,500,0
1092.9391810879915,0.0254,400,500,0
1094.7758964662776,0.0259,400,500,0
1096.6177089974253,0.0264,400,500,0
1098.4645358494229,0.0269,400,500,0
1100.3162970537803,0.0274,400,500,0
1102.1729153559895,0.0279,400,500,0
1104.0343160763398,0.0284,400,500,0
1105.9004269802008,0.0289,400,500,0
1107.7711781569753,0.0294,400,500,0
1109.6465019070042,0.0299,400,500,0
1111.5263326357808,0.0304,400,500,0
1113.4106067548832,0.0309,400,500,0
1115.2992625891004,0.0314,400,500,0
1117.1922402892696,0.0319,400,500,0
1119.0894817503938,0.0324,400,500,0
1120.990930534638,0.0329,400,500,0
1122.896531798844,0.0334,400,500,0
1124.80623222624,0.0339,400,500,0
1126.7199799620373,0.0344,400,500,0
1128.6377245526446,0.0349,400,500,0
1130.5594168882435,0.0354,400,500,0
1132.485009148498,0.0359,400,500,0
1134.4144547511837,0.0364,400,500,0
1136.347708303541,0.0369,400,500,0
1138.2847255561762,0.0374,400,500,0
1140.2254633593402,0.0379,400,500,0
1142.169879621435,0.0384,400,500,0
1144.1179332696088,0.0389,400,500,0
1146.0695842123023,0.0394,400,500,0
1148.0247933036358,0.0399,400,500,0
1149.9835223095142,0.0404,400,500,0
1151.9457338753568,0.0409,400,500,0
1153.9113914953464,0.0414,400,500,0
1155.880459483113,0.0419,400,500,0
1157.8529029437718,0.0424,400,500,0
1159.8286877472283,0.0429,400,500,0
1161.80778050269,0.0434,400,500,0
1163.7901485343095,0.0439,400,500,0
1165.7757598578983,0.0444,400,500,0
1167.7645831586542,0.0449,400,500,0
1169.7565877698453,0.0454,400,500,0
1171.7517436524,0.0459,400,500,0
1173.7500213753574,0.0464,400,500,0
1175.7513920971292,0.0469,400,500,0
1177.7558275475317,0.0474,400,500,0
1179.7633000105538,0.0479,400,500,0
1181.7737823078135,0.0484,400,500,0
1183.7872477826793,0.0489,400,500,0
1185.8036702850154,0.0494,400,500,0
1187.8230241565245,0.0499,400,500,0
1189.845284216656,0.0504,400,500,0
1191.8704257490551,0.0509,400,500,0
1193.898424488526,0.0514,400,500,0
1195.929256608482,0.0519,400,500,0
1197.9628987088674,0.0524,400,500,0
1199.9993278045176,0.0529,400,500,0
1202.038521313951,0.0534,400,500,0
1204.0804570485584,0.0539,400,500,0
1206.1251132021878,0.0544,400,500,0
1208.172468341091,0.0549,400,500,0
1210.2225013942289,0.0554,400,500,0
1212.2751916439113,0.0559,400,500,0
1214.3305187167628,0.0564,400,500,0
1216.3884625749947,0.0569,400,500,0
1218.4490035079757,0.0574,400,500,0
1220.5121221240834,0.0579,400,500,0
1222.5777993428296,0.0584,400,500,0
1224.6460163872455,0.0589,400,500,0
1226.7167547765146,0.0594,400,500,0
1228.789996318847,0.0599,400,500,0
1230.865723104582,0.0604,400,500,0
1232.9439174995118,0.0609,400,500,0
1235.0245621384174,0.0614,400,500,0
1237.1076399188053,0.0619,400,500,0
1239.1931339948405,0.0624,400,500,0
1241.2810277714702,0.0629,400,500,0
1243.3713048987229,0.0634,400,500,0
1245.4639492661827,0.0639,400,500,0
1247.5589449976335,0.0644,400,500,0
1249.6562764458588,0.0649,400,500,0
1251.7559281876004,0.0654,400,500,0
1253.857885018662,0.0659,400,500,0
1255.9621319491598,0.0664,400,500,0
1258.0686541989082,0.0669,400,500,0
1260.177437192941,0.0674,400,500,0
1262.2884665571587,0.0679,400,500,0
1264.4017281141007,0.0684,400,500,0
1266.517207878837,0.0689,400,500,0
1268.6348920549733,0.0694,400,500,0
1270.7547670307702,0.0699,400,500,0
1272.8768193753651,0.0704,400,500,0
1275.0010358351037,0.0709,400,500,0
1277.127403329964,0.0714,400,500,0
1279.2559089500837,0.0719,400,500,0
1281.3865399523766,0.0724,400,500,0
1283.5192837572406,0.0729,400,500,0
1285.6541279453527,0.0734,400,500,0
1287.791060254549,0.0739,400,500,0
1289.9300685767842,0.0744,400,500,0
1292.0711409551718,0.0749,400,500,0
1294.2142655810997,0.0754,400,500,0
1296.3594307914202,0.0759,400,500,0
1298.5066250657108,0.0764,400,500,0
1300.6558370236044,0.0769,400,500,0
1302.807055422186,0.0774,400,500,0
1304.9602691534565,0.0779,400,500,0
1307.1154672418547,0.0784,400,500,0
1309.2726388418469,0.0789,400,500,0
1311.431773235568,0.0794,400,500,0
1313.592859830527,0.0799,400,500,0
1315.7558881573618,0.0804,400,500,0
1317.9208478676528,0.0809,400,500,0
1320.087728731785,0.0814,400,500,0
1322.2565206368631,0.0819,400,500,0
1324.4272135846745,0.0824,400,500,0
1326.5997976897008,0.0829,400,500,0
1328.7742631771746,0.0834,400,500,0
1330.9506003811819,0.0839,400,500,0
1333.1287997428083,0.0844,400,500,0
1335.3088518083277,0.0849,400,500,0
1337.4907472274308,0.0854,400,500,0
1339.6744767514956,0.0859,400,500,0
1341.8600312318943,0.0864,400,500,0
1344.0474016183416,0.0869,400,500,0
1346.2365789572757,0.0874,400,500,0
1348.4275543902775,0.0879,400,500,0
1350.620319152524,0.0884,400,500,0
1352.8148645712754,0.0889,400,500,0
1355.011182064394,0.0894,400,500,0
1357.2092631388975,0.0899,400,500,0
1359.4090993895406,0.0904,400,500,0
1361.610682497429,0.0909,400,500,0
1363.814004228661,0.0914,400,500,0
1366.0190564329994,0.0919,400,500,0
1368.2258310425707,0.0924,400,500,0
1370.4343200705907,0.0929,400,500,0
1372.6445156101183,0.0934,400,500,0
1374.856409832832,0.0939,400,500,0
1377.0699949878358,0.0944,400,500,0
1379.2852634004857,0.0949,400,500,0
1381.5022074712422,0.0954,400,500,0
1383.720819674545,0.0959,400,500,0
1385.9410925577108,0.0964,400,500,0
1388.1630187398528,0.0969,400,500,0
1390.386590910823,0.0974,400,500,0
1392.6118018301731,0.0979,400,500,0
1394.838644326138,0.0984,400,500,0
1397.0671112946377,0.0989,400,500,0
1399.2971956983001,0.0994,400,500,0
1401.528890565502,0.0999,400,500,0
1403.7621889894285,0.1004,400,500,0
1405.99708412715,0.1009,400,500,0
1408.2335691987191,0.1014,400,500,0
1410.4716374862808,0.1019,400,500,0
1412.7112823332043,0.1024,400,500,0
1414.9524971432265,0.1029,400,500,0
1417.1952753796154,0.1034,400,500,0
1419.4396105643461,0.1039,400,500,0
1421.6854962772948,0.1044,400,500,0
1423.9329261554449,0.1049,400,500,0
1426.1818938921099,0.1054,400,500,0
1428.4323932361704,0.1059,400,500,0
1430.6844179913228,0.1064,400,500,0
1432.9379620153438,0.1069,400,500,0
1435.1930192193695,0.1074,400,500,0
1437.4495835671812,0.1079,400,500,0
1439.7076490745128,0.1084,400,500,0
1441.9672098083627,0.1089,400,500,0
1444.2282598863237,0.1094,400,500,0
1446.4907934759199,0.1099,400,500,0
1448.754804793959,0.1104,400,500,0
1451.0202881058945,0.1109,400,500,0
1453.2872377251972,0.1114,400,500,0
1455.555648012742,0.1119,400,500,0
1457.8255133762007,0.1124,400,500,0
1460.0968282694475,0.1129,400,500,0
1462.3695871919747,0.1134,400,500,0
1464.6437846883173,0.1139,400,500,0
1466.9194153474884,0.1144,400,500,0
1469.1964738024237,0.1149,400,500,0
1471.4749547294355,0.1154,400,500,0
1473.7548528476743,0.1159,400,500,0
1476.0361629186027,0.1164,400,500,0
1478.318879745475,0.1169,400,500,0
1480.6029981728252,0.1174,400,500,0
1482.888513085968,0.1179,400,500,0
1485.1754194105006,0.1184,400,500,0
1487.4637121118187,0.1189,400,500,0
1489.7533861946392,0.1194,400,500,0
1492.0444367025268,0.1199,400,500,0
1494.3368587174339,0.1204,400,500,0
1496.630647359243,0.1209,400,500,0
1498.9257977853204,0.1214,400,500,0
1501.222305190073,0.1219,400,500,0
1503.5201648045152,0.1224,400,500,0
1505.8193718958416,0.1229,400,500,0
1508.1199217670066,0.1234,400,500,0
1510.4218097563103,0.1239,400,500,0
1512.7250312369888,0.1244,400,500,0
1515.029581616817,0.1249,400,500,0
1517.3354563377102,0.1254,400,500,0
1519.6426508753361,0.1259,400,500,0
1521.9511607387324,0.1264,400,500,0
1524.2609814699285,0.1269,400,500,0
1526.572108643575,0.1274,400,500,0
1528.8845378665771,0.1279,400,500,0
1531.1982647777354,0.1284,400,500,0
1533.513285047389,0.1289,400,500,0
1535.8295943770684,0.1294,400,500,0
1538.1471884991493,0.1299,400,500,0
1540.466063176514,0.1304,400,500,0
1542.7862142022168,0.1309,400,500,0
1545.1076373991555,0.1314,400,500,0
1547.4303286197455,0.1319,400,500,0
1549.7542837456022,0.1324,400,500,0
1552.0794986872227,0.1329,400,500,0
1554.4059693836793,0.1334,400,500,0
1556.7336918023102,0.1339,400,500,0
1559.0626619384188,0.1344,400,500,0
1561.392875814978,0.1349,400,500,0
1563.7243294823343,0.1354,400,500,0
1566.0570190179212,0.1359,400,500,0
1568.3909405259742,0.1364,400,500,0
1570.7260901372488,0.1369,400,500,0
1573.0624640087449,0.1374,400,500,0
1575.4000583234333,0.1379,400,500,0
1577.7388692899872,0.1384,400,500,0
1580.0788931425166,0.1389,400,500,0
1582.4201261403057,0.1394,400,500,0
1584.7625645675564,0.1399,400,500,0
1587.1062047331338,0.1404,400,500,0
1589.4510429703134,0.1409,400,500,0
1591.797075636536,0.1414,400,500,0
1594.1442991131612,0.1419,400,500,0
1596.4927098052285,0.1424,400,500,0
1598.8423041412188,0.1429,400,500,0
1601.1930785728202,0.1434,400,500,0
1603.5450295746962,0.1439,400,500,0
1605.8981536442593,0.1444,400,500,0
1608.2524473014432,0.1449,400,500,0
1610.607907088484,0.1454,400,500,0
1612.9645295696978,0.1459,400,500,0
1615.3223113312677,0.1464,400,500,0
1617.681248981027,0.1469,400,500,0
1620.0413391482518,0.1474,400,500,0
1622.4025784834512,0.1479,400,500,0
1624.7649636581627,0.1484,400,500,0
1627.1284913647498,0.1489,400,500,0
1629.4931583162029,0.1494,400,500,0
1631.8589612459398,0.1499,400,500,0
1634.2258969076142,0.1504,400,500,0
1636.5939620749207,0.1509,400,500,0
1638.9631535414069,0.1514,400,500,0
1641.3334681202846,0.1519,400,500,0
1643.7049026442469,0.1524,400,500,0
1646.0774539652823,0.1529,400,500,0
1648.451118954498,0.1534,400,500,0
1650.8258945019397,0.1539,400,500,0
1653.201777516416,0.1544,400,500,0
1655.5787649253255,0.1549,400,500,0
1657.9568536744846,0.1554,400,500,0
1660.336040727959,0.1559,400,500,0
1662.7163230678957,0.1564,400,500,0
1665.0976976943573,0.1569,400,500,0
1667.4801616251614,0.1574,400,500,0
1669.863711895716,0.1579,400,500,0
1672.2483455588633,0.1584,400,500,0
1674.6340596847206,0.1589,400,500,0
1677.0208513605253,0.1594,400,500,0
1679.4087176904825,0.1599,400,500,0
1681.7976557956126,0.1604,400,500,0
1684.1876628136006,0.1609,400,500,0
1686.5787358986508,0.1614,400,500,0
1688.970872221337,0.1619,400,500,0
1691.3640689684614,0.1624,400,500,0
1693.7583233429098,0.1629,400,500,0
1696.1536325635109,0.1634,400,500,0
1698.5499938648977,0.1639,400,500,0
1700.9474044973686,0.1644,400,500,0
1703.3458617267522,0.1649,400,500,0
1705.7453628342728,0.1654,400,500,0
1708.1459051164159,0.1659,400,500,0
1710.5474858847992,0.1664,400,500,0
1712.9501024660399,0.1669,400,500,0
1715.3537522016293,0.1674,400,500,0
1717.7584324478032,0.1679,400,500,0
1720.1641405754187,0.1684,400,500,0
1722.5708739698275,0.1689,400,500,0
1724.9786300307562,0.1694,400,500,0
1727.3874061721833,0.1699,400,500,0
1729.7971998222197,0.1704,400,500,0
1732.20800842299,0.1709,400,500,0
1734.6198294305161,0.1714,400,500,0
1737.0326603146007,0.1719,400,500,0
1739.446498558713,0.1724,400,500,0
1741.8613416598757,0.1729,400,500,0
1744.2771871285522,0.1734,400,500,0
1746.6940324885368,0.1739,400,500,0
1749.1118752768446,0.1744,400,500,0
1751.5307130436038,0.1749,400,500,0
1753.9505433519473,0.1754,400,500,0
1756.3713637779088,0.1759,400,500,0
1758.7931719103156,0.1764,400,500,0
1761.2159653506874,0.1769,400,500,0
1763.639741713132,0.1774,400,500,0
1766.064498624245,0.1779,400,500,0
1768.490233723009,0.1784,400,500,0
1770.9169446606936,0.1789,400,500,0
1773.3446291007604,0.1794,400,500,0
1775.773284718761,0.1799,400,500,0
1778.2029092022458,0.1804,400,500,0
1780.633500250666,0.1809,400,500,0
1783.0650555752802,0.1814,400,500,0
1785.4975728990628,0.1819,400,500,0
1787.9310499566095,0.1824,400,500,0
1790.365484494049,0.1829,400,500,0
1792.8008742689506,0.1834,400,500,0
1795.2372170502365,0.1839,400,500,0
1797.6745106180933,0.1844,400,500,0
1800.1127527638844,0.1849,400,500,0
1802.551941290064,0.1854,400,500,0
1804.9920740100913,0.1859,400,500,0
1807.4331487483462,0.1864,400,500,0
1809.8751633400457,0.1869,400,500,0
1812.3181156311607,0.1874,400,500,0
1814.7620034783347,0.1879,400,500,0
1817.2068247488007,0.1884,400,500,0
1819.6525773203043,0.1889,400,500,0
1822.0992590810215,0.1894,400,500,0
1824.5468679294804,0.1899,400,500,0
1826.995401774484,0.1904,400,500,0
1829.4448585350328,0.1909,400,500,0
1831.8952361402492,0.1914,400,500,0
1834.3465325292998,0.1919,400,500,0
1836.7987456513235,0.1924,400,500,0
1839.2518734653554,0.1929,400,500,0
1841.7059139402538,0.1934,400,500,0
1844.160865054629,0.1939,400,500,0
1846.6167247967699,0.1944,400,500,0
1849.0734911645727,0.1949,400,500,0
1851.5311621654728,0.1954,400,500,0
1853.9897358163723,0.1959,400,500,0
1856.4492101435724,0.1964,400,500,0
1858.9095831827046,0.1969,400,500,0
1861.3708529786638,0.1974,400,500,0
1863.8330175855394,0.1979,400,500,0
1866.296075066552,0.1984,400,500,0
1868.760023493984,0.1989,400,500,0
1871.2248609491173,0.1994,400,500,0
1873.6905855221676,0.1999,400,500,0
1876.1571953122207,0.2004,400,500,0
1878.6246884271695,0.2009,400,500,0
1881.0930629836514,0.2014,400,500,0
1883.5623171069858,0.2019,400,500,0
1886.0324489311135,0.2024,400,500,0
1888.5034565985347,0.2029,400,500,0
1890.9753382602496,0.2034,400,500,0
1893.4480920756987,0.2039,400,500,0
1895.921716212703,0.2044,400,500,0
1898.3962088474063,0.2049,400,500,0
1900.8715681642163,0.2054,400,500,0
1903.3477923557484,0.2059,400,500,0
1905.8248796227674,0.2064,400,500,0
1908.3028281741308,0.2069,400,500,0
1910.7816362267351,0.2074,400,500,0
1913.2613020054584,0.2079,400,500,0
1915.7418237431061,0.2084,400,500,0
1918.223199680357,0.2089,400,500,0
1920.7054280657094,0.2094,400,500,0
1923.1885071554264,0.2099,400,500,0
1925.672435213485,0.2104,400,500,0
1928.1572105115229,0.2109,400,500,0
1930.642831328787,0.2114,400,500,0
1933.1292959520802,0.2119,400,500,0
1935.616602675712,0.2124,400,500,0
1938.10474980145,0.2129,400,500,0
1940.5937356384652,0.2134,400,500,0
1943.083558503286,0.2139,400,500,0
1945.5742167197475,0.2144,400,500,0
1948.0657086189442,0.2149,400,500,0
1950.55803253918,0.2154,400,500,0
1953.0511868259211,0.2159,400,500,0
1955.54516983175,0.2164,400,500,0
1958.0399799163163,0.2169,400,500,0
1960.5356154462904,0.2174,400,500,0
1963.0320747953203,0.2179,400,500,0
1965.5293563439811,0.2184,400,500,0
1968.027458479734,0.2189,400,500,0
1970.526379596879,0.2194,400,500,0
1973.0261180965113,0.2199,400,500,0
1975.5266723864759,0.2204,400,500,0
1978.028040881326,0.2209,400,500,0
1980.5302220022772,0.2214,400,500,0
1983.0332141771667,0.2219,400,500,0
1985.5370158404096,0.2224,400,500,0
1988.0416254329555,0.2229,400,500,0
1990.54704140225,0.2234,400,500,0
1993.0532622021885,0.2239,400,500,0
1995.5602862930793,0.2244,400,500,0
1998.0681121416012,0.2249,400,500,0
2000.5767382207614,0.2254,400,500,0
2003.0861630098577,0.2259,400,500,0
2005.5963849944387,0.2264,400,500,0
2008.1074026662618,0.2269,400,500,0
2010.6192145232571,0.2274,400,500,0
2013.1318190694872,0.2279,400,500,0
2015.6452148151084,0.2284,400,500,0
2018.1594002763338,0.2289,400,500,0
2020.6743739753945,0.2294,400,500,0
2023.190134440502,0.2299,400,500,0
2025.7066802058116,0.2304,400,500,0
2028.2240098113873,0.2309,400,500,0
2030.742121803161,0.2314,400,500,0
2033.2610147328985,0.2319,400,500,0
2035.780687158166,0.2324,400,500,0
2038.3011376422908,0.2329,400,500,0
2040.8223647543266,0.2334,400,500,0
2043.344367069021,0.2339,400,500,0
2045.867143166776,0.2344,400,500,0
2048.3906916336205,0.2349,400,500,0
2050.9150110611686,0.2354,400,500,0
2053.44010004659,0.2359,400,500,0
2055.9659571925768,0.2364,400,500,0
2058.492581107308,0.2369,400,500,0
2061.0199704044153,0.2374,400,500,0
2063.5481237029553,0.2379,400,500,0
2066.0770396273724,0.2384,400,500,0
2068.6067168074687,0.2389,400,500,0
2071.1371538783687,0.2394,400,500,0
2073.668349480494,0.2399,400,500,0
2076.200302259524,0.2404,400,500,0
2078.733010866371,0.2409,400,500,0
2081.266473957147,0.2414,400,500,0
2083.8006901931294,0.2419,400,500,0
2086.335658240737,0.2424,400,500,0
2088.8713767714953,0.2429,400,500,0
2091.4078444620063,0.2434,400,500,0
2093.945059993922,0.2439,400,500,0
2096.48302205391,0.2444,400,500,0
2099.0217293336314,0.2449,400,500,0
2101.561180529702,0.2454,400,500,0
2104.1013743436733,0.2459,400,500,0
2106.642309481995,0.2464,400,500,0
2109.183984655994,0.2469,400,500,0
2111.7263985818427,0.2474,400,500,0
2114.2695499805295,0.2479,400,500,0
2116.8134375778336,0.2484,400,500,0
2119.358060104298,0.2489,400,500,0
2121.9034162951984,0.2494,400,500,0
2124.449504890522,0.2499,400,500,0
2126.996324634934,0.2504,400,500,0
2129.5438742777546,0.2509,400,500,0
2132.0921525729336,0.2514,400,500,0
2134.6411582790215,0.2519,400,500,0
2137.1908901591423,0.2524,400,500,0
2139.7413469809744,0.2529,400,500,0
2142.2925275167154,0.2534,400,500,0
2144.844430543064,0.2539,400,500,0
2147.3970548411908,0.2544,400,500,0
2149.950399196715,0.2549,400,500,0
2152.504462399679,0.2554,400,500,0
2155.0592432445233,0.2559,400,500,0
2157.6147405300626,0.2564,400,500,0
2160.1709530594603,0.2569,400,500,0
2162.727879640205,0.2574,400,500,0
2165.2855190840883,0.2579,400,500,0
2167.8438702071767,0.2584,400,500,0
2170.4029318297917,0.2589,400,500,0
2172.962702776486,0.2594,400,500,0
2175.5231818760176,0.2599,400,500,0
2178.084367961329,0.2604,400,500,0
2180.646259869524,0.2609,400,500,0
2183.2088564418445,0.2614,400,500,0
2185.772156523648,0.2619,400,500,0
2188.3361589643846,0.2624,400,500,0
2190.9008626175746,0.2629,400,500,0
2193.46626634079,0.2634,400,500,0
2196.032368995625,0.2639,400,500,0
2198.5991694476816,0.2644,400,500,0
2201.166666566546,0.2649,400,500,0
2203.734859225764,0.2654,400,500,0
2206.303746302822,0.2659,400,500,0
2208.8733266791273,0.2664,400,500,0
2211.443599239984,0.2669,400,500,0
2214.014562874575,0.2674,400,500,0
2216.586216475939,0.2679,400,500,0
2219.15855894095,0.2684,400,500,0
2221.7315891703,0.2689,400,500,0
2224.305306068475,0.2694,400,500,0
2226.8797085437363,0.2699,400,500,0
2229.4547955081007,0.2704,400,500,0
2232.0305658773214,0.2709,400,500,0
2234.6070185708663,0.2714,400,500,0
2237.1841525118994,0.2719,400,500,0
2239.7619666272635,0.2724,400,500,0
2242.3404598474567,0.2729,400,500,0
2244.9196311066166,0.2734,400,500,0
2247.4994793425,0.2739,400,500,0
2250.080003496464,0.2744,400,500,0
2252.661202513449,0.2749,400,500,0
2255.2430753419562,0.2754,400,500,0
2257.825620934033,0.2759,400,500,0
2260.408838245253,0.2764,400,500,0
2262.9927262346973,0.2769,400,500,0
2265.5772838649377,0.2774,400,500,0
2268.162510102018,0.2779,400,500,0
2270.7484039154356,0.2784,400,500,0
2273.334964278126,0.2789,400,500,0
2275.922190166441,0.2794,400,500,0
2278.510080560136,0.2799,400,500,0
2281.098634442348,0.2804,400,500,0
2283.6878507995852,0.2809,400,500,0
2286.2777286217006,0.2814,400,500,0
2288.868266901883,0.2819,400,500,0
2291.4594646366354,0.2824,400,500,0
2294.051320825761,0.2829,400,500,0
2296.6438344723438,0.2834,400,500,0
2299.2370045827356,0.2839,400,500,0
2301.8308301665356,0.2844,400,500,0
2304.4253102365783,0.2849,400,500,0
2307.020443808912,0.2854,400,500,0
2309.616229902789,0.2859,400,500,0
2312.212667540645,0.2864,400,500,0
2314.809755748083,0.2869,400,500,0
2317.407493553861,0.2874,400,500,0
2320.005879989875,0.2879,400,500,0
2322.6049140911405,0.2884,400,500,0
2325.2045948957816,0.2889,400,500,0
2327.8049214450125,0.2894,400,500,0
2330.4058927831225,0.2899,400,500,0
2333.007507957463,0.2904,400,500,0
2335.60976601843,0.2909,400,500,0
2338.21266601945,0.2914,400,500,0
2340.8162070169656,0.2919,400,500,0
2343.4203880704204,0.2924,400,500,0
2346.0252082422453,0.2929,400,500,0
2348.6306665978404,0.2934,400,500,0
2351.2367622055654,0.2939,400,500,0
2353.8434941367223,0.2944,400,500,0
2356.450861465541,0.2949,400,500,0
2359.0588632691674,0.2954,400,500,0
2361.6674986276466,0.2959,400,500,0
2364.27676662391,0.2964,400,500,0
2366.8866663437625,0.2969,400,500,0
2369.4971968758664,0.2974,400,500,0
2372.108357311729,0.2979,400,500,0
2374.7201467456903,0.2984,400,500,0
2377.3325642749064,0.2989,400,500,0
2379.9456089993387,0.2994,400,500,0
